Name,Fulladdress,Street,Municipality,Categories,About,Phone,Phones,Claimed,Owner,Owner Id,Owner Link,Review Count,Average Rating,Review URL,Cid,Fid,Latitude,Longitude,Featured Image,Time Zone,Website,Domain,Opening Hours,Google Knowledge URL,Kgmid,Google Maps URL,Place Id,Emails,Facebook Links,Instagram Links,Youtube Links,Tiktok Links,Linkedin Links,Twitter Links,Search Keyword
Black Bear Diner Bullhead City,"1751 AZ-95 Ste 25, Bullhead City, AZ 86442",1751 AZ-95 Ste 25,"Bullhead City, AZ 86442","Diner, American restaurant, Breakfast restaurant, Brunch restaurant, Caterer, Family restaurant, Takeout Restaurant, Pancake restaurant","Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating]",(928) 763-2477,"(928) 763-2477, +1 928-763-2477",YES,Black Bear Diner Bullhead City (Owner),108095280051841739298,https://www.google.com/maps/contrib/108095280051841739298,5131,4.4,"https://search.google.com/local/reviews?placeid=ChIJ996AXWJBzoAR0M5iXJUg_QM&q=Restaurant++Laughlin,+US&authuser=0&hl=en&gl=US",287421777093775056,0x80ce41625d80def7:0x3fd20955c62ced0,35.1219588,-114.5864711,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlLav0Xz-qVskVEqegZQx2LM_7wPyjlDZZpLxS7SMejBa7k_IKeEIjqYxHeiN6x04BWHSSQwZAqa1JVB-1PB-JrG7aiuvRWuWRTsMNgq8bvJVHHd2UEZpMsmErHhpg9v0lR4_JKfw=w408-h306-k-no,America/Phoenix,blackbeardiner.com/location/bullhead-city/,blackbeardiner.com,"Wednesday(2026-09-02): [6 AM–10 PM], Thursday(2026-09-03): [6 AM–10 PM], Friday(2026-09-04): [6 AM–10 PM], Saturday(2026-09-05): [6 AM–10 PM], Sunday(2026-09-06): [6 AM–10 PM], Monday(2026-09-07): [6 AM–10 PM], Tuesday(2026-09-08): [6 AM–10 PM]",https://www.google.com/search?kgmid=/g/1tdg_ky4,/g/1tdg_ky4,https://www.google.com/maps?cid=287421777093775056,ChIJ996AXWJBzoAR0M5iXJUg_QM,,,,,,,,"Restaurant  Laughlin, US"
Coyote Cafe,"1890 AZ-95, Bullhead City, AZ 86442",1890 AZ-95,"Bullhead City, AZ 86442","Diner, Breakfast restaurant","Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating]",(928) 763-1280,"(928) 763-1280, +1 928-763-1280",NO,Coyote Cafe (Owner),,,1471,4.5,"https://search.google.com/local/reviews?placeid=ChIJbTpPfWBBzoAR0uv6Z1ngO4Y&q=Restaurant++Laughlin,+US&authuser=0&hl=en&gl=US",9672571299309480914,0x80ce41607d4f3a6d:0x863be05967faebd2,35.1188396,-114.5948581,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkFW_EAWlGYCLIqj3KtSL2S2zXxxEoLyaMq36vkLqPzr5WBzEssZel0tYcg8bBGYCQqMyvdohvT0PTVuQ9-TpM2Me6VxgSdNWRrb5iNFVoseIv2tR05Ps30mHg9idCZ4XOkkin3=w426-h240-k-no,America/Phoenix,coyotecafe.shop/,coyotecafe.shop,"Wednesday(2026-09-02): [7 AM–1:30 PM], Thursday(2026-09-03): [7 AM–1:30 PM], Friday(2026-09-04): [7 AM–1:30 PM], Saturday(2026-09-05): [7 AM–1:30 PM], Sunday(2026-09-06): [7 AM–1:30 PM], Monday(2026-09-07): [7 AM–1:30 PM], Tuesday(2026-09-08): [7 AM–1:30 PM]",https://www.google.com/search?kgmid=/g/1ptzj8dy4,/g/1ptzj8dy4,https://www.google.com/maps?cid=9672571299309480914,ChIJbTpPfWBBzoAR0uv6Z1ngO4Y,,,,,,,,"Restaurant  Laughlin, US"
River Valley Pizza Laughlin,"3030 Needles Hwy #800, Laughlin, NV 89029",3030 Needles Hwy #800,"Laughlin, NV 89029","Pizza restaurant, Italian restaurant, Pizza delivery","Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating]",(702) 299-0888,"(702) 299-0888, +1 702-299-0888",YES,River Valley Pizza Laughlin (Owner),115380561392611329552,https://www.google.com/maps/contrib/115380561392611329552,344,3.8,"https://search.google.com/local/reviews?placeid=ChIJzUAamHZEzoARr-x73oI4kGo&q=Restaurant++Laughlin,+US&authuser=0&hl=en&gl=US",7678699499396263087,0x80ce4476981a40cd:0x6a903882de7becaf,35.1422963,-114.6228601,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlYx2CdExp3IfU4pQbv9Tnw_C-LMuPyhm7p3Pwzs5wO8EKpAvDO_gV2mUZwqMco2C2DHohSdnzvz_hslGHdsSeJFKXYkg9ZZJ3JNqG0ZZ2xmh-iPr6Wxl-129cO5E_FrrT9Vj2Y=w408-h725-k-no,America/Los_Angeles,,,"Wednesday(2026-09-02): [11 AM–10 PM], Thursday(2026-09-03): [11 AM–10 PM], Friday(2026-09-04): [11 AM–10 PM], Saturday(2026-09-05): [11 AM–10 PM], Sunday(2026-09-06): [11 AM–10 PM], Monday(2026-09-07): [11 AM–10 PM], Tuesday(2026-09-08): [11 AM–10 PM]",https://www.google.com/search?kgmid=/g/1vc6dpmv,/g/1vc6dpmv,https://www.google.com/maps?cid=7678699499396263087,ChIJzUAamHZEzoARr-x73oI4kGo,,,,,,,,"Restaurant  Laughlin, US"
Champs Chicken,"3100 Needles Hwy, Laughlin, NV 89029",3100 Needles Hwy,"Laughlin, NV 89029","Fast food restaurant, American restaurant, Breakfast restaurant, Caterer, Chicken restaurant, Fried chicken takeaway, Takeout Restaurant, Seafood restaurant, Snack bar, Southern restaurant (US)","Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom]",(702) 709-5309,"(702) 709-5309, +1 702-709-5309",YES,Champs Chicken (Owner),113703297351053682241,https://www.google.com/maps/contrib/113703297351053682241,12,4,"https://search.google.com/local/reviews?placeid=ChIJtzU_clJFzoARDjhtMtRjI6k&q=Restaurant++Laughlin,+US&authuser=0&hl=en&gl=US",12187694779624929294,0x80ce4552723f35b7:0xa92363d4326d380e,35.1407053,-114.62184149999999,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnnpsdPh2KkWVXyGmog5qAhEZoX_usLMtQUBXSHvKr5fkGXQYTfAsrAa1vzzfVj-0fGFlZ6AEUOhF_X56qeLjPmGqfjjIab4FeKrFwD-Nys4rSiCt1EOotfaJFRZdIlTtT2cJVRMA=w408-h272-k-no,America/Los_Angeles,champschicken.com/locations/the-market-at-laughlin-inc-laughlin-nv/,champschicken.com,"Wednesday(2026-09-02): [7 AM–8 PM], Thursday(2026-09-03): [7 AM–8 PM], Friday(2026-09-04): [7 AM–8 PM], Saturday(2026-09-05): [7 AM–8 PM], Sunday(2026-09-06): [7 AM–8 PM], Monday(2026-09-07): [7 AM–8 PM], Tuesday(2026-09-08): [7 AM–8 PM]",https://www.google.com/search?kgmid=/g/11lkty4t9j,/g/11lkty4t9j,https://www.google.com/maps?cid=12187694779624929294,ChIJtzU_clJFzoARDjhtMtRjI6k,,,,,,,,"Restaurant  Laughlin, US"
Sa-Bai Thai Bistro,"2580 AZ-95 Ste 109, Bullhead City, AZ 86442",2580 AZ-95 Ste 109,"Bullhead City, AZ 86442",Thai restaurant,"Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating, Assistive hearing loop]",(928) 219-4025,"(928) 219-4025, +1 928-219-4025",YES,Sa-Bai Thai Bistro (Owner),101436070337781762205,https://www.google.com/maps/contrib/101436070337781762205,281,4.5,"https://search.google.com/local/reviews?placeid=ChIJ7XGc5VRBzoARn6kbRJHQMos&q=Restaurant++Laughlin,+US&authuser=0&hl=en&gl=US",10030308642439014815,0x80ce4154e59c71ed:0x8b32d091441ba99f,35.0926529,-114.5974147,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkvFtyZNnODmKijz5FNOE2Tx9k4xa8Vy6tfTzequv8Rb-zjCbOyKdHkqXGD02e0dmcT8225JwtjNA1zJec0d-CFtbr7PLxzxSgpauwabeB4oiXjIJl7xOUFggRm11hxFO0KWwrLf-UKcf0=w408-h306-k-no,America/Phoenix,,,"Wednesday(2026-09-02): [11 AM–7:15 PM], Thursday(2026-09-03): [11 AM–7:15 PM], Friday(2026-09-04): [11 AM–7:15 PM], Saturday(2026-09-05): [Closed], Sunday(2026-09-06): [Closed], Monday(2026-09-07): [Closed], Tuesday(2026-09-08): [11 AM–7:15 PM]",https://www.google.com/search?kgmid=/g/11h90zgtrq,/g/11h90zgtrq,https://www.google.com/maps?cid=10030308642439014815,ChIJ7XGc5VRBzoARn6kbRJHQMos,,,,,,,,"Restaurant  Laughlin, US"
Foodie Grill,"2250 AZ-95 Ste 426, Bullhead City, AZ 86442",2250 AZ-95 Ste 426,"Bullhead City, AZ 86442",Mediterranean restaurant,"Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating]",(928) 465-2007,"(928) 465-2007, +1 928-465-2007",YES,Foodie Grill (Owner),115533229214963101417,https://www.google.com/maps/contrib/115533229214963101417,566,4.4,"https://search.google.com/local/reviews?placeid=ChIJve2es1RBzoARD6RCKYragIA&q=Restaurant++Laughlin,+US&authuser=0&hl=en&gl=US",9259641120806315023,0x80ce4154b39eedbd:0x8080da8a2942a40f,35.104840599999996,-114.5964485,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWk8sDF8JmUCctWlx_usii3ZjiX1w6HcYJArRX4Z9d7rmHM5pXBkY1ifFZ6fnR3pWGoZGK-Ojkz4DSbam3EUflADDq58ZeAYhUyy3ZO841bu5QlyOJ6LJMjlvzKMRxrmO6a75kM=w426-h240-k-no,America/Phoenix,foodiegrill.net/,foodiegrill.net,"Wednesday(2026-09-02): [8 AM–9 PM], Thursday(2026-09-03): [8 AM–9 PM], Friday(2026-09-04): [8 AM–9 PM], Saturday(2026-09-05): [8 AM–9 PM], Sunday(2026-09-06): [8 AM–9 PM], Monday(2026-09-07): [8 AM–9 PM], Tuesday(2026-09-08): [8 AM–9 PM]",https://www.google.com/search?kgmid=/g/11s8x4b0yq,/g/11s8x4b0yq,https://www.google.com/maps?cid=9259641120806315023,ChIJve2es1RBzoARD6RCKYragIA,,,,,,,,"Restaurant  Laughlin, US"
Samurai Japanese Steakhouse & Sushi,"6004, 2019 AZ-95, Bullhead City, AZ 86442",6004,"2019 AZ-95, Bullhead City, AZ 86442","Japanese steakhouse, Asian restaurant, Restaurant, Seafood restaurant, Steak house, Sushi restaurant","Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating]",(928) 704-3777,"(928) 704-3777, +1 928-704-3777",YES,Samurai Japanese Steakhouse & Sushi (Owner),102111299678306625208,https://www.google.com/maps/contrib/102111299678306625208,1289,4.3,"https://search.google.com/local/reviews?placeid=ChIJL9jFNFxBzoARDpV-sq4TOjk&q=Restaurant++Laughlin,+US&authuser=0&hl=en&gl=US",4123630049850987790,0x80ce415c34c5d82f:0x393a13aeb27e950e,35.1143871,-114.5983897,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWn1ML0E3VM9Zsyq8GD2uP1cNck0txyWPRyQJKTyngHi9L-BVhLbVJDxoa3lvs3MjhIKP6l2Vkd3VQiyozrcfPYmVCyayT1q8gefkpe4O6tecpk6lo8uLPK9OiZdTqM8k8G-Z0Y=w426-h240-k-no,America/Phoenix,,,"Wednesday(2026-09-02): [11:30 AM–2 PM, 4:30–9:30 PM], Thursday(2026-09-03): [11:30 AM–2 PM, 4:30–9:30 PM], Friday(2026-09-04): [11:30 AM–2 PM, 4:30–9:30 PM], Saturday(2026-09-05): [11:30 AM–2 PM, 4:30–9:30 PM], Sunday(2026-09-06): [11:30 AM–2 PM, 4:30–9:30 PM], Monday(2026-09-07): [11:30 AM–2 PM, 4:30–9:30 PM], Tuesday(2026-09-08): [11:30 AM–2 PM, 4:30–9:30 PM]",https://www.google.com/search?kgmid=/g/1tk63dgh,/g/1tk63dgh,https://www.google.com/maps?cid=4123630049850987790,ChIJL9jFNFxBzoARDpV-sq4TOjk,,,,,,,,"Restaurant  Laughlin, US"
Country Boi BBQ - The Smoke Shack,"1190 -B AZ-95, Bullhead City, AZ 86429",1190 -B AZ-95,"Bullhead City, AZ 86429",American restaurant,"Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating]",(928) 546-2062,"(928) 546-2062, +1 928-546-2062",NO,Country Boi BBQ - The Smoke Shack (Owner),,,92,4.6,"https://search.google.com/local/reviews?placeid=ChIJyWw3eQBBzoARf7ujMVj-2jE&q=Restaurant++Laughlin,+US&authuser=0&hl=en&gl=US",3592463307524782975,0x80ce410079376cc9:0x31dafe5831a3bb7f,35.1423372,-114.56906359999999,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWndn6vMSzyaYlZpora1fPXIvMBEjnpxx0Bd53a94TJAh26PQ852fN8mBB7oWWMPBw0_pLczh6-e99mE8LNOA903QyxaPO1is5bkyx2XrCd3uNDHHJnzDMKDi6MzVexQX1vkF-Rw65DuKhcY=w408-h306-k-no,America/Phoenix,,,"Wednesday(2026-09-02): [Closed], Thursday(2026-09-03): [11 AM–8 PM], Friday(2026-09-04): [11 AM–8 PM], Saturday(2026-09-05): [11 AM–8 PM], Sunday(2026-09-06): [11 AM–8 PM], Monday(2026-09-07): [Closed], Tuesday(2026-09-08): [Closed]",https://www.google.com/search?kgmid=/g/11x333x_c3,/g/11x333x_c3,https://www.google.com/maps?cid=3592463307524782975,ChIJyWw3eQBBzoARf7ujMVj-2jE,,,,,,,,"Restaurant  Laughlin, US"
La Rosa De Michoacan Ice Cream,"915 Marina Blvd, Bullhead City, AZ 86442",915 Marina Blvd,"Bullhead City, AZ 86442","Mexican restaurant, Ice cream shop","Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating]",(928) 758-4648,"(928) 758-4648, +1 928-758-4648",YES,La Rosa De Michoacan Ice Cream (Owner),115895456905688087248,https://www.google.com/maps/contrib/115895456905688087248,631,4.6,"https://search.google.com/local/reviews?placeid=ChIJY0ZAbENBzoARno1L70ecSrE&q=Restaurant++Laughlin,+US&authuser=0&hl=en&gl=US",12775195125761150366,0x80ce41436c404663:0xb14a9c47ef4b8d9e,35.100798499999996,-114.6165759,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWn3uAsA43Jg87SbQIn5SOZlgQsMmsvGyK5fYUl8WPl2h3Jg_Q6ga66l3BFZlqFjKIKeDyrAUR7frPPixkC4D5fI-L3DtezjNYBmo5qegAcmIYCjXqS_E0rHzz12ZfAWrUh9J_c=w408-h306-k-no,America/Phoenix,orderlarosademichoacanicecream.com/,orderlarosademichoacanicecream.com,"Wednesday(2026-09-02): [8 AM–10 PM], Thursday(2026-09-03): [8 AM–10 PM], Friday(2026-09-04): [8 AM–10 PM], Saturday(2026-09-05): [8 AM–10 PM], Sunday(2026-09-06): [8 AM–10 PM], Monday(2026-09-07): [8 AM–10 PM], Tuesday(2026-09-08): [8 AM–10 PM]",https://www.google.com/search?kgmid=/g/11byck6d_z,/g/11byck6d_z,https://www.google.com/maps?cid=12775195125761150366,ChIJY0ZAbENBzoARno1L70ecSrE,,,,,,,,"Restaurant  Laughlin, US"
Chili's Grill & Bar,"600 AZ-95 #700, Bullhead City, AZ 86429",600 AZ-95 #700,"Bullhead City, AZ 86429","Restaurant, American restaurant, Bar, Bar & grill, Family restaurant, Hamburger restaurant, Mexican restaurant","Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating]",(928) 754-4200,"(928) 754-4200, +1 928-754-4200",YES,Chili's Grill & Bar (Owner),109813813031288817134,https://www.google.com/maps/contrib/109813813031288817134,2965,4.3,"https://search.google.com/local/reviews?placeid=ChIJpVClBVZCzoARWzS-LeqTUm4&q=Restaurant++Laughlin,+US&authuser=0&hl=en&gl=US",7949578926261417051,0x80ce425605a550a5:0x6e5293ea2dbe345b,35.168574,-114.565366,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlgWXRF3whqyPdwr2mH2eBAEV9bU1nB8czKjtcRSt4_tZPk__rE84PGZ8HhkJ3rtgnk8qyk_ZxUGLYwDevbTg-kXMhpPSDsgeH419fu05IRjlgcQOlVlGWiviG9y90P204qYE9Ang=w408-h306-k-no,America/Phoenix,www.chilis.com/locations/us/arizona/bullhead-city/bullhead-city?utm_source=google&utm_medium=local&utm_campaign=Chilis,www.chilis.com,"Wednesday(2026-09-02): [11 AM–10 PM], Thursday(2026-09-03): [11 AM–10 PM], Friday(2026-09-04): [11 AM–11 PM], Saturday(2026-09-05): [11 AM–11 PM], Sunday(2026-09-06): [11 AM–10 PM], Monday(2026-09-07): [11 AM–10 PM], Tuesday(2026-09-08): [11 AM–10 PM]",https://www.google.com/search?kgmid=/g/1tjwj0k2,/g/1tjwj0k2,https://www.google.com/maps?cid=7949578926261417051,ChIJpVClBVZCzoARWzS-LeqTUm4,,,,,,,,"Restaurant  Laughlin, US"
El Charro | Mexican Restaurant,"2101 AZ-95 #4 6073, Bullhead City, AZ 86442",2101 AZ-95 #4 6073,"Bullhead City, AZ 86442",Mexican restaurant,"Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating]",(928) 763-9331,"(928) 763-9331, +1 928-763-9331",YES,El Charro | Mexican Restaurant (Owner),117245293960477157036,https://www.google.com/maps/contrib/117245293960477157036,2138,4.4,"https://search.google.com/local/reviews?placeid=ChIJ-eUC4lxBzoAR3q2ayUlBPbk&q=Restaurant++Laughlin,+US&authuser=0&hl=en&gl=US",13347896655766793694,0x80ce415ce202e5f9:0xb93d4149c99aadde,35.111807,-114.59862899999999,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkPlwADI9WkJgC1HsWbmAR-0CmqKWFsqyldPN0kXbPo-W3W4g7jMoOd6gHmPx9zvscpd-khjDlANuu1a0cTmyq2EXc1Tr-sEwmeq3Me9yrtyOjbNsr_4sekLCSDaM_dgiBdcelj=w426-h240-k-no,America/Phoenix,m.facebook.com/ElCharroMexicanRestaurant,m.facebook.com,"Wednesday(2026-09-02): [10 AM–8 PM], Thursday(2026-09-03): [10 AM–8 PM], Friday(2026-09-04): [10 AM–9 PM], Saturday(2026-09-05): [9 AM–9 PM], Sunday(2026-09-06): [9 AM–3 PM], Monday(2026-09-07): [Closed], Tuesday(2026-09-08): [10 AM–8 PM]",https://www.google.com/search?kgmid=/g/1261bt33t,/g/1261bt33t,https://www.google.com/maps?cid=13347896655766793694,ChIJ-eUC4lxBzoAR3q2ayUlBPbk,,,,,,,,"Restaurant  Laughlin, US"
Hibachi Buffet,"2280 A AZ-95, Bullhead City, AZ 86442",2280 A AZ-95,"Bullhead City, AZ 86442",Chinese restaurant,"Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating]",(928) 763-9288,"(928) 763-9288, +1 928-763-9288",YES,Hibachi Buffet (Owner),104548897943067882449,https://www.google.com/maps/contrib/104548897943067882449,2315,3.8,"https://search.google.com/local/reviews?placeid=ChIJKbbcvUFBzoARfYUEVEYt9mw&q=Restaurant++Laughlin,+US&authuser=0&hl=en&gl=US",7851512780447581565,0x80ce4141bddcb629:0x6cf62d465404857d,35.1039178,-114.5974358,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWk2mSWckyVW-R8hf6KDwPIMvM_dg-Hk-5J78vyEwBSO8CeKi_jIpfqMuX7thtwQLOtSWSMF9iNRhbvfvuK20slezV31jd9KZfgcdrTDDZQfBEab9zfU1x6hBuYyuPLRJLG-20Sm=w408-h306-k-no,America/Phoenix,m.facebook.com/Hibachi-Buffet-664776203652258/,m.facebook.com,"Wednesday(2026-09-02): [11 AM–9 PM], Thursday(2026-09-03): [11 AM–9 PM], Friday(2026-09-04): [11 AM–9 PM], Saturday(2026-09-05): [11 AM–9:30 PM], Sunday(2026-09-06): [11 AM–9:30 PM], Monday(2026-09-07): [11 AM–9 PM], Tuesday(2026-09-08): [11 AM–9 PM]",https://www.google.com/search?kgmid=/g/11b_1qlw1y,/g/11b_1qlw1y,https://www.google.com/maps?cid=7851512780447581565,ChIJKbbcvUFBzoARfYUEVEYt9mw,,,,,,,,"Restaurant  Laughlin, US"
Splash Bar,"1900 S Casino Dr, Laughlin, NV 89029",1900 S Casino Dr,"Laughlin, NV 89029",Bar,"Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom]",(702) 298-5111,"(702) 298-5111, +1 702-298-5111",YES,Splash Bar (Owner),105177662416235128650,https://www.google.com/maps/contrib/105177662416235128650,18,4.1,"https://search.google.com/local/reviews?placeid=ChIJXzNeSatDzoARM337-YhFFP4&q=Restaurant++Laughlin,+US&authuser=0&hl=en&gl=US",18308334839779786035,0x80ce43ab495e335f:0xfe144588f9fb7d33,35.1636035,-114.57196549999999,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWk1FEGMgfrBuBAcOBqge_9p_xfJshd4qAKN3UMTSihEKEQIfIx-DgJe-N5ao7zCu9vPtDjk1eXZqSuNgUpKkkZdv2SfFw-eN0Ka5HTQIoNnON4bOH-XkbI9F-L9r-Uo_ZbdRPZb=w408-h306-k-no,America/Los_Angeles,aquariuscasinoresort.com/entertainment/splash-lounge,aquariuscasinoresort.com,"Wednesday(2026-09-02): [9 AM–12 AM], Thursday(2026-09-03): [9 AM–12 AM], Friday(2026-09-04): [9 AM–12 AM], Saturday(2026-09-05): [9 AM–12 AM], Sunday(2026-09-06): [9 AM–12 AM], Monday(2026-09-07): [9 AM–12 AM], Tuesday(2026-09-08): [9 AM–12 AM]",https://www.google.com/search?kgmid=/g/11hbgrv82n,/g/11hbgrv82n,https://www.google.com/maps?cid=18308334839779786035,ChIJXzNeSatDzoARM337-YhFFP4,,,,,,,,"Restaurant  Laughlin, US"
Poolside Café,"2121 S Casino Dr, Laughlin, NV 89029",2121 S Casino Dr,"Laughlin, NV 89029","Restaurant, Cafe","Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating]",(702) 298-4200,"(702) 298-4200, +1 702-298-4200",YES,Poolside Café (Owner),105078558185408356328,https://www.google.com/maps/contrib/105078558185408356328,39,3.7,"https://search.google.com/local/reviews?placeid=ChIJIS_9xLtDzoARlBV-xe--GIU&q=Restaurant++Laughlin,+US&authuser=0&hl=en&gl=US",9590625343505307028,0x80ce43bbc4fd2f21:0x8518beefc57e1594,35.157873699999996,-114.5759483,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnnnUFSnJ77Nn2LUGErezQeV4H7_bhCvf2V2ZEEeMubys3HDOhBJhWQrgTq07GltimDA4C-aRA2Z3d4U82812Eolsmqfe4sKuvZdxwdiFm5SRsBGp3vuiFcwjGHEWv1dkeO5z7LDA=w408-h306-k-no,America/Los_Angeles,www.caesars.com/tropicana-laughlin/restaurants/poolside-cafe,www.caesars.com,"Wednesday(2026-09-02): [6 AM–8 PM], Thursday(2026-09-03): [6 AM–8 PM], Friday(2026-09-04): [6 AM–9 PM], Saturday(2026-09-05): [6 AM–9 PM], Sunday(2026-09-06): [6 AM–8 PM], Monday(2026-09-07): [6 AM–8 PM], Tuesday(2026-09-08): [6 AM–8 PM]",https://www.google.com/search?kgmid=/g/11g0c5tpd9,/g/11g0c5tpd9,https://www.google.com/maps?cid=9590625343505307028,ChIJIS_9xLtDzoARlBV-xe--GIU,,,,,,,,"Restaurant  Laughlin, US"
Tango's Lounge,"2121 S Casino Dr, Laughlin, NV 89029",2121 S Casino Dr,"Laughlin, NV 89029",Lounge bar,"Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom]",(702) 298-4200,"(702) 298-4200, +1 702-298-4200",YES,Tango's Lounge (Owner),104062119709810064166,https://www.google.com/maps/contrib/104062119709810064166,102,4.1,"https://search.google.com/local/reviews?placeid=ChIJI9G5nq1DzoARiiJmx5qZpZ4&q=Restaurant++Laughlin,+US&authuser=0&hl=en&gl=US",11431712119199244938,0x80ce43ad9eb9d123:0x9ea5999ac766228a,35.1578689,-114.5757357,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWn6ZIx-ZNpy-iAperwzqS2_reBTjpC3aJSaMGo8LE_GrSjh9En8hCTqVeN1Y9tW8u0rmUz7h4Q9R__pTukRc1DgP3sJ_WUOSufn-ZWQFLSkTgwOjFskd8MsvB-57JY5vJZDeHjRgg=w493-h240-k-no,America/Los_Angeles,www.caesars.com/tropicana-laughlin/things-to-do/nightlife/tangos-lounge,www.caesars.com,"Wednesday(2026-09-02): [Closed], Thursday(2026-09-03): [4–11 PM], Friday(2026-09-04): [10 AM–1 AM], Saturday(2026-09-05): [10 AM–1 AM], Sunday(2026-09-06): [9 AM–11 PM], Monday(2026-09-07): [4–11 PM], Tuesday(2026-09-08): [Closed]",https://www.google.com/search?kgmid=/g/1q62mdcw2,/g/1q62mdcw2,https://www.google.com/maps?cid=11431712119199244938,ChIJI9G5nq1DzoARiiJmx5qZpZ4,,,,,,,,"Restaurant  Laughlin, US"
Denny's Restaurant,"1762 AZ-95, Bullhead City, AZ 86442",1762 AZ-95,"Bullhead City, AZ 86442","Restaurant, American restaurant, Breakfast restaurant, Diner","Accessibility: [Wheelchair accessible parking lot, Wheelchair accessible seating]",(928) 763-9617,"(928) 763-9617, +1 928-763-9617",YES,Denny's Restaurant (Owner),101424889789325696680,https://www.google.com/maps/contrib/101424889789325696680,3004,4,"https://search.google.com/local/reviews?placeid=ChIJMVbG9mJBzoAR8nsgTVYd8Lk&q=Restaurant++Laughlin,+US&authuser=0&hl=en&gl=US",13398241147925593074,0x80ce4162f6c65631:0xb9f01d564d207bf2,35.1211657,-114.58639249999999,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkw07aNGdoGo0PpKP0wBUtbUVq7l_8VVytF-Gwl06nRU4L4EXWbz5k014zdHcSobQWy5tdfCzhtU-GDAGp_NDDpzIueHnnWD21ZquQviW9aeE5M-fLJ2QUiakBq96Uh4Y2gA9O9=w408-h306-k-no,America/Phoenix,locations.dennys.com/AZ/BULLHEAD-CITY/248167?utm_source=G&utm_medium=organic&utm_campaign=DAC,locations.dennys.com,"Wednesday(2026-09-02): [Open 24 hours], Thursday(2026-09-03): [Open 24 hours], Friday(2026-09-04): [Open 24 hours], Saturday(2026-09-05): [Open 24 hours], Sunday(2026-09-06): [Open 24 hours], Monday(2026-09-07): [Open 24 hours], Tuesday(2026-09-08): [Open 24 hours]",https://www.google.com/search?kgmid=/g/1txfpfkz,/g/1txfpfkz,https://www.google.com/maps?cid=13398241147925593074,ChIJMVbG9mJBzoAR8nsgTVYd8Lk,,,,,,,,"Restaurant  Laughlin, US"
